観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
84121,長崎県,芦辺（アシベ）,,2023,04,30,18,20,2.5,8,59.0,4,03,50,8,,,432.5,8,2017,06,30,129,8,1997,04,03,1977
84122,長崎県,石田（イシダ）,,2023,04,30,18,20,2.0,8,55.5,4,03,40,8,,,288.5,8,2020,07,27,122,8,2006,04,11,2003
84171,長崎県,平戸（ヒラド）,47805,2023,04,30,18,20,3.5,8,114.5,4,03,00,8,,,434.0,8,2019,08,28,199,8,2006,04,11,1976
84183,長崎県,松浦（マツウラ）,,2023,04,30,18,20,6.5,8,88.0,4,03,50,8,,,379.5,8,2019,08,28,161.5,8,2017,04,18,2011
84266,長崎県,佐世保（サセボ）,47812,2023,04,30,18,20,8.5,8,97.0,4,03,20,8,,,345,8,1990,07,02,185,8,2006,04,11,1976
84306,長崎県,西海（サイカイ）,,2023,04,30,18,20,9.5,8,86.5,4,04,00,8,4,1,401.5,8,2021,08,14,81.0,8,2022,04,15,2021
84341,長崎県,有川（アリカワ）,,2023,04,30,18,20,2.0,8,159.5,4,01,00,8,,,478,8,1989,09,13,212,8,2006,04,11,1977
84361,長崎県,長浦岳（ナガウラダケ）,,2023,04,30,18,20,12.0,8,120.5,4,03,20,8,,,499,8,1982,07,24,308,8,2006,04,11,1976
84371,長崎県,大村（オオムラ）,,2023,04,30,18,20,7.0,8,53.5,4,04,40,8,,,384.0,8,2020,07,07,153,8,1993,04,29,1976
84441,長崎県,諫早（イサハヤ）,,2023,04,30,18,20,4.0,8,65.0,4,04,30,8,,,460,4,1982,07,24,253,8,2006,04,11,1976
84496,長崎県,長崎（ナガサキ）,47817,2023,04,30,18,20,6.0,8,58.0,4,04,10,8,,,552,8,1982,07,24,161,8,1993,04,29,1976
84519,長崎県,雲仙岳（ウンゼンダケ）,47818,2023,04,30,18,20,16.0,8,99.5,4,04,50,8,,,571.5,8,2021,08,13,226,8,2006,04,11,2002
84523,長崎県,島原（シマバラ）,,2023,04,30,18,20,7.0,8,66.0,4,05,00,8,,,370.5,8,2021,08,13,164,8,2006,04,11,2006
84536,長崎県,福江（フクエ）,47843,2023,04,30,18,20,2.5,8,155.0,4,02,00,8,,,435,8,1987,07,20,206,8,2006,04,11,1976
84537,長崎県,上大津（カミオオヅ）,,2023,04,30,18,20,3.5,8,124.0,4,01,50,8,,,369,8,2005,09,11,167,8,2006,04,11,2003
84561,長崎県,口之津（クチノツ）,,2023,04,30,18,20,7.0,8,42.0,4,05,10,8,,,402,4,1982,07,24,114,8,1993,04,29,1976
84597,長崎県,脇岬（ワキミサキ）,,2023,04,30,18,20,7.0,8,56.5,4,03,50,8,,,276.5,8,2021,08,13,86.0,8,2021,04,29,2021
85033,佐賀県,唐津（カラツ）,,2023,04,30,18,20,6.0,8,65.0,4,04,00,8,,,287.0,8,2018,07,06,117.0,8,2017,04,18,2010
85046,佐賀県,北山（ホクザン）,,2023,04,30,18,20,4.5,8,75.5,4,01,50,8,,,464.5,8,2018,07,06,126.5,8,2017,04,18,2010
85106,佐賀県,鳥栖（トス）,,2023,04,30,18,20,13.0,8,77.0,4,05,20,8,,,409.0,8,2021,08,14,131.0,8,2015,04,04,2010
85116,佐賀県,伊万里（イマリ）,,2023,04,30,18,20,6.0,8,91.0,4,03,50,8,,,376,8,1980,08,30,255,8,2006,04,11,1976
85142,佐賀県,佐賀（サガ）,47813,2023,04,30,18,20,6.0,8,71.5,4,05,10,8,,,390.0,8,2019,08,28,191,8,2006,04,11,1976
85161,佐賀県,嬉野（ウレシノ）,,2023,04,30,18,20,9.0,8,91.5,4,04,20,8,,,555.5,8,2021,08,14,247,8,2006,04,11,1977
85166,佐賀県,白石（シロイシ）,,2023,04,30,18,20,6.5,8,62.0,4,04,30,8,,,371.0,8,2019,08,28,147,8,2006,04,11,1976
85176,佐賀県,川副（カワソエ）,,2023,04,30,18,20,4.5,8,48.5,4,05,10,8,,,315.5,8,2020,07,07,124,8,2006,04,11,2003
86006,熊本県,鹿北（カホク）,,2023,04,30,18,20,17.5,8,49.5,4,05,30,8,,,420.0,8,2020,07,07,218,8,1993,04,29,1976
86066,熊本県,南小国（ミナミオグニ）,,2023,04,30,18,20,28.5,8,50.0,4,06,40,8,,,379,8,1990,07,02,239,8,1993,04,29,1976
86086,熊本県,岱明（タイメイ）,,2023,04,30,18,20,18.0,8,39.0,4,05,20,8,,,414,8,1980,08,30,147,4,1993,04,29,1976
86101,熊本県,菊池（キクチ）,,2023,04,30,18,20,34.5,8,57.0,4,05,30,8,,,378,8,1980,08,30,227,8,1993,04,29,1976
86111,熊本県,阿蘇乙姫（アソオトヒメ）,,2023,04,30,18,20,37.5,8,62.0,4,06,00,8,,,507.5,8,2012,07,12,349,8,1993,04,29,1978
86141,熊本県,熊本（クマモト）,47819,2023,04,30,18,20,33.0,8,61.5,4,06,00,8,,,409,8,1982,07,24,220,8,1993,04,29,1976
86146,熊本県,益城（マシキ）,,2023,04,30,18,20,43.5,8,62.5,4,06,10,8,,,316,8,2007,07,07,105.0,8,2022,04,27,1976
86157,熊本県,南阿蘇（ミナミアソ）,,2023,04,30,18,20,45.5,8,69.0,4,05,50,8,,,391.0,8,2020,07,08,118.5,8,2022,04,27,2015
86161,熊本県,高森（タカモリ）,,2023,04,30,18,20,25.5,8,46.0,4,06,30,8,,,315,8,1977,06,16,187,8,1993,04,29,1976
86181,熊本県,宇土（ウト）,,2023,04,30,18,20,31.5,8,56.0,4,05,50,8,,,288.0,8,2017,07,07,94.5,8,2018,04,25,2006
86197,熊本県,山都（ヤマト）,,2023,04,30,18,20,38.5,8,63.5,4,06,10,8,,,367.5,8,2020,07,12,130.0,8,2010,04,22,2010
86216,熊本県,三角（ミスミ）,,2023,04,30,18,20,20.5,8,56.5,4,05,30,8,,,395,8,1982,07,24,133.5,8,2018,04,25,1976
86236,熊本県,甲佐（コウサ）,,2023,04,30,18,20,36.0,8,60.0,4,06,00,8,,,324,8,2007,07,07,126,4,1993,04,29,1976
86271,熊本県,松島（マツシマ）,,2023,04,30,18,20,18.0,8,47.0,4,05,40,8,,,410,4,1982,07,25,89.5,8,2018,04,25,1976
86316,熊本県,本渡（ホンド）,,2023,04,30,18,20,7.5,8,63.0,4,04,50,8,,,378.0,8,2021,08,13,122.0,8,2018,04,25,1976
86336,熊本県,八代（ヤツシロ）,,2023,04,30,18,20,19.5,8,36.0,4,06,00,8,,,419,8,1982,07,25,108.0,8,2022,04,27,1976
86396,熊本県,田浦（タノウラ）,,2023,04,30,18,20,17.0,8,38.5,4,05,00,8,,,445,8,1982,07,12,159,8,1998,04,24,1976
86407,熊本県,山江（ヤマエ）,,2023,04,30,18,20,41.5,8,68.0,4,05,30,8,,,453.0,8,2020,07,04,213,8,1998,04,24,1990
86411,熊本県,五木（イツキ）,,2023,04,30,18,20,32.5,8,72.5,4,05,30,8,,,413.5,8,2020,07,04,142.5,8,2022,04,27,2012
86451,熊本県,水俣（ミナマタ）,,2023,04,30,18,20,33.5,8,53.0,4,07,10,8,,,474.5,8,2020,07,04,188,8,1998,04,24,1976
86461,熊本県,一勝地（イッショウチ）,,2023,04,30,18,20,43.0,8,66.5,4,05,20,8,,,484,8,2006,07,22,152.5,8,2022,04,27,2006
86467,熊本県,人吉（ヒトヨシ）,47824,2023,04,30,18,20,34.0,8,58.0,4,05,30,8,,,410.5,8,2020,07,04,194,8,1998,04,24,1976
86477,熊本県,上（ウエ）,,2023,04,30,18,20,21.0,8,36.0,4,07,30,8,,,463.5,8,2020,07,04,175,8,1998,04,24,1977
86478,熊本県,多良木（タラギ）,,2023,04,30,18,20,22.5,8,39.0,4,05,50,8,,,412.0,8,2020,07,04,115.0,8,2022,04,27,2006
86481,熊本県,湯前横谷（ユノマエヨコタニ）,,2023,04,30,18,20,30.0,8,46.0,4,06,00,8,,,490.0,8,2022,09,19,172,8,1998,04,24,1976
86491,熊本県,牛深（ウシブカ）,47838,2023,04,30,18,20,11.0,8,38.5,4,04,10,8,,,428.0,8,2020,07,04,155,8,1998,04,24,1976
87041,宮崎県,高千穂（タカチホ）,,2023,04,30,18,20,14.5,8,30.0,4,06,40,8,,,475,8,2005,09,06,97,8,1984,04,05,1976
87066,宮崎県,古江（フルエ）,,2023,04,30,18,20,8.0,8,33.0,4,06,50,8,,,426,8,2001,10,16,190,8,2006,04,11,1977
87071,宮崎県,鞍岡（クラオカ）,,2023,04,30,18,20,20.0,8,32.5,4,06,30,8,,,628,8,2005,09,06,94,8,1983,04,01,1979
87086,宮崎県,日之影（ヒノカゲ）,,2023,04,30,18,20,13.0,8,25.5,4,06,50,8,,,515.0,8,2022,09,19,81.0,8,2010,04,20,2010
87127,宮崎県,諸塚（モロツカ）,,2023,04,30,18,20,14.0,8,27.0,4,06,20,8,,,738,8,2005,09,06,160,8,1983,04,01,1979
87136,宮崎県,北方（キタカタ）,,2023,04,30,18,20,8.0,8,19.0,4,06,40,8,,,498,4,2005,09,06,119.5,8,2017,04,11,1987
87141,宮崎県,延岡（ノベオカ）,47822,2023,04,30,18,20,7.5,8,22.0,4,06,40,8,,,445.5,8,2016,09,20,211,8,1983,04,01,1976
87157,宮崎県,椎葉（シイバ）,,2023,04,30,18,20,27.5,8,60.5,4,06,10,8,,,631.0,8,2022,09,19,149.0,8,2022,04,27,2011
87181,宮崎県,日向（ヒュウガ）,,2023,04,30,18,20,12.0,8,24.0,4,06,50,8,,,578.0,8,2016,09,20,292,8,1983,04,01,1976
87206,宮崎県,神門（ミカド）,,2023,04,30,18,20,14.0,8,31.5,4,06,20,8,,,934,8,2005,09,06,198,8,1983,04,01,1979
87231,宮崎県,西米良（ニシメラ）,,2023,04,30,18,20,19.0,8,35.0,4,05,40,8,,,579.0,8,2022,09,19,101,8,1983,04,01,1979
87251,宮崎県,都農（ツノ）,,2023,04,30,18,20,15.0,8,35.0,4,06,30,8,,,444.0,8,2016,09,20,202.5,8,2015,04,10,2010
87293,宮崎県,高鍋（タカナベ）,,2023,04,30,18,20,17.0,8,24.5,4,06,30,8,,,285.0,8,2018,09,30,132.0,8,2017,04,10,2017
87301,宮崎県,加久藤（カクトウ）,,2023,04,30,18,20,25.0,8,39.5,4,08,30,8,,,502,8,2006,07,22,245,8,1998,04,24,1976
87331,宮崎県,西都（サイト）,,2023,04,30,18,20,11.0,8,18.0,4,11,10,8,,,388,4,2005,09,06,167,8,1983,04,01,1976
87346,宮崎県,えびの高原（エビノコウゲン）,,2023,04,30,18,20,42.5,8,72.0,4,07,00,8,,,882,8,2005,09,06,317,8,1998,04,24,1976
87352,宮崎県,小林（コバヤシ）,,2023,04,30,18,20,29.0,8,42.0,4,07,20,8,,,403,8,2006,07,22,103.5,8,2010,04,20,2000
87361,宮崎県,野尻（ノジリ）,,2023,04,30,18,20,13.0,8,23.5,4,11,10,8,,,381,4,2005,09,06,167,8,1998,04,24,1976
87371,宮崎県,国富（クニトミ）,,2023,04,30,18,20,12.0,8,17.0,4,11,30,8,,,431,8,2005,09,06,168,8,1983,04,01,1976
87376,宮崎県,宮崎（ミヤザキ）,47830,2023,04,30,18,20,24.0,8,27.0,4,11,30,8,,,563,8,1990,09,29,185,8,1983,04,01,1976
87406,宮崎県,田野（タノ）,,2023,04,30,18,20,28.0,8,30.5,4,06,40,8,,,380.0,8,2018,09,30,156.0,8,2017,04,11,2017
87412,宮崎県,赤江（アカエ）,,2023,04,30,18,20,14.0,8,15.0,4,08,20,8,,,462.5,8,2017,10,29,135.5,8,2017,04,10,2003
87426,宮崎県,都城（ミヤコノジョウ）,47829,2023,04,30,18,20,24.5,8,29.0,4,11,10,8,,,557,8,2005,09,06,198,8,1998,04,24,1976
87461,宮崎県,深瀬（フカセ）,,2023,04,30,18,20,25.0,8,30.0,4,08,30,8,,,473,8,2005,09,06,238.0,8,2012,04,22,1977
87492,宮崎県,油津（アブラツ）,47835,2023,04,30,18,20,10.5,8,11.0,4,12,10,8,,,427.0,8,2017,10,29,239,8,1998,04,24,1976
87501,宮崎県,串間（クシマ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,448,8,2005,09,06,156,8,1998,04,24,1976
88061,鹿児島県,阿久根（アクネ）,47823,2023,04,30,18,20,38.5,8,74.0,4,07,30,8,,,622,8,2006,07,23,185,8,1998,04,24,1976
88066,鹿児島県,出水（イズミ）,,2023,04,30,18,20,56.5,8,84.0,4,07,20,8,,,420,4,2006,07,22,163,8,1998,04,24,1976
88081,鹿児島県,大口（オオクチ）,,2023,04,30,18,20,27.0,8,50.5,4,04,50,8,,,511,8,2006,07,22,247,8,1998,04,24,1976
88101,鹿児島県,紫尾山（シビサン）,,2023,04,30,18,20,31.0,8,74.5,4,04,00,8,,,634,8,2006,07,23,283,8,1998,04,24,1976
88107,鹿児島県,さつま柏原（サツマカシワバル）,,2023,04,30,18,20,28.5,8,45.0,4,07,20,8,,,473.0,8,2021,07,10,260,8,1998,04,24,1976
88131,鹿児島県,中甑（ナカコシキ）,,2023,04,30,18,20,13.5,8,60.0,4,07,10,8,,,415,8,1976,07,19,233,8,1998,04,24,1976
88151,鹿児島県,川内（センダイ）,,2023,04,30,18,20,28.5,8,41.5,4,10,00,8,,,370,8,1993,08,06,206,8,1998,04,24,1977
88166,鹿児島県,溝辺（ミゾベ）,,2023,04,30,18,20,12.5,8,23.0,4,10,40,8,,,454,8,1993,08,02,289,8,1998,04,24,1976
88211,鹿児島県,八重山（ヤエヤマ）,,2023,04,30,18,20,31.0,8,37.5,4,10,30,8,,,425,8,1993,08,02,200,8,1998,04,24,1976
88261,鹿児島県,東市来（ヒガシイチキ）,,2023,04,30,18,20,17.5,8,19.0,4,11,10,8,,,327.0,8,2019,07,01,271,8,1998,04,24,1976
88286,鹿児島県,牧之原（マキノハラ）,,2023,04,30,18,20,45.0,8,49.0,4,15,20,8,,,464,8,2005,09,06,227,8,1998,04,24,1976
88317,鹿児島県,鹿児島（カゴシマ）,47827,2023,04,30,18,20,17.5,8,24.0,4,15,00,8,,,376.0,8,2019,07,04,214,8,1998,04,24,1976
88331,鹿児島県,輝北（キホク）,,2023,04,30,18,20,38.0,8,45.5,4,15,20,8,,,430,8,1989,07,28,235,8,1998,04,24,1977
88341,鹿児島県,大隅（オオスミ）,,2023,04,30,18,20,24.0,8,25.0,4,15,50,8,,,428.0,8,2019,07,04,232,8,1998,04,24,1977
88371,鹿児島県,加世田（カセダ）,,2023,04,30,18,20,17.0,8,22.0,4,14,40,8,,,356,8,1997,09,16,282,8,1998,04,24,1976
88392,鹿児島県,吉ケ別府（ヨシガベップ）,,2023,04,30,18,20,25.0,8,26.0,4,15,30,8,,,472.5,8,2019,07,04,218,8,1995,04,22,1977
88406,鹿児島県,志布志（シブシ）,,2023,04,30,18,20,13.5,8,14.0,4,16,20,8,,,323.0,8,2020,07,06,149.0,8,2015,04,30,1976
88432,鹿児島県,喜入（キイレ）,,2023,04,30,18,20,31.5,8,39.0,4,14,50,8,,,356.5,8,2021,08,17,303,8,1998,04,24,1977
88442,鹿児島県,鹿屋（カノヤ）,,2023,04,30,18,20,20.5,8,21.0,4,15,30,8,,,496.0,8,2020,07,06,239,8,1998,04,24,1977
88447,鹿児島県,肝付前田（キモツキマエダ）,,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,657,8,2005,09,06,246,8,1998,04,24,1977
88466,鹿児島県,枕崎（マクラザキ）,47831,2023,04,30,18,20,40.0,8,43.5,4,14,30,8,,,402,8,1993,07,07,291,8,1998,04,24,1976
88486,鹿児島県,指宿（イブスキ）,,2023,04,30,18,20,20.5,8,22.0,4,15,10,8,,,389,8,1989,07,28,272,8,1998,04,24,1976
88506,鹿児島県,内之浦（ウチノウラ）,,2023,04,30,18,20,21.0,8,23.0,4,09,20,8,,,551.5,8,2015,05,01,406.5,8,2015,04,30,1976
88536,鹿児島県,田代（タシロ）,,2023,04,30,18,20,34.5,8,35.0,4,16,10,8,,,529,8,2005,09,06,256,8,1998,04,24,1977
88551,鹿児島県,佐多（サタ）,,2023,04,30,18,20,39.0,8,40.0,4,15,40,8,,,389,8,1997,09,16,213,8,1983,04,10,1977
88612,鹿児島県,種子島（タネガシマ）,47837,2023,04,30,18,20,17.5,8,17.5,4,18,20,8,,,396,8,1997,09,16,141,8,1992,04,10,1976
88621,鹿児島県,中種子（ナカタネ）,,2023,04,30,18,20,25.0,8,25.0,4,18,20,8,,,340.5,8,2014,10,05,167.0,8,2012,04,22,2006
88666,鹿児島県,上中（カミナカ）,,2023,04,30,18,20,22.0,8,22.5,4,13,40,8,,,347.0,8,2010,07,04,318,8,2001,04,30,1976
88686,鹿児島県,屋久島（ヤクシマ）,47836,2023,04,30,18,20,32.0,8,32.0,4,18,20,8,,,457.5,8,2011,05,29,326,8,1990,04,12,1976
88706,鹿児島県,尾之間（オノアイダ）,,2023,04,30,18,20,33.0,8,35.0,4,02,00,8,,,386,8,1977,07,11,355,8,2001,04,30,1976
88736,鹿児島県,中之島（ナカノシマ）,,2023,04,30,18,20,50.5,8,50.5,4,18,20,8,,,482.5,8,2015,07,21,176.5,8,2016,04,27,2002
88746,鹿児島県,平島（タイラジマ）,,2023,04,30,18,20,22.0,8,22.0,4,18,20,8,,,340.0,8,2017,08,06,118.5,8,2018,04,12,2014
88756,鹿児島県,諏訪之瀬島（スワノセジマ）,,2023,04,30,18,20,12.5,8,12.5,4,18,20,8,,,368.5,8,2020,07,09,178.5,8,2016,04,10,2014
88776,鹿児島県,小宝島（コダカラジマ）,,2023,04,30,18,20,21.0,8,21.0,4,18,20,8,,,265.5,8,2015,07,21,145.0,8,2019,04,30,2014
88781,鹿児島県,宝島（タカラジマ）,,2023,04,30,18,20,20.0,8,20.0,4,18,20,8,,,285.5,8,2015,07,21,124.5,8,2019,04,30,2014
88821,鹿児島県,笠利（カサリ）,,2023,04,30,18,20,14.5,8,17.0,4,08,10,8,,,407.0,8,2017,08,05,189.5,8,2023,04,20,2003
88836,鹿児島県,名瀬（ナゼ）,47909,2023,04,30,18,20,21.0,8,27.0,4,07,20,8,,,648.0,8,2010,10,20,160.0,8,2023,04,20,1976
88851,鹿児島県,喜界島（キカイジマ）,,2023,04,30,18,20,24.5,8,28.0,4,08,40,8,,,461.0,8,2017,09,04,149.5,8,2012,04,30,1978
88901,鹿児島県,古仁屋（コニヤ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,491,8,1991,08,22,154.5,8,2015,04,20,1976
88931,鹿児島県,天城（アマギ）,,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,316.0,8,2014,10,12,227.0,8,2015,04,20,2003
88956,鹿児島県,伊仙（イセン）,,2023,04,30,18,20,2.5,8,3.0,4,13,30,8,,,483,8,1979,09,28,211.5,8,2015,04,20,1977
88971,鹿児島県,沖永良部（オキノエラブ）,47942,2023,04,30,18,20,7.0,8,8.5,4,10,50,8,,,433.0,8,2012,08,27,227,8,1981,04,09,1976
88986,鹿児島県,与論島（ヨロンジマ）,,2023,04,30,18,20,5.5,8,7.5,4,14,20,8,,,411,8,2000,07,30,143.0,8,2018,04,12,1978
91011,沖縄県,伊是名（イゼナ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,404.5,8,2018,06,16,155,8,1990,04,13,1977
91021,沖縄県,奥（オク）,,2023,04,30,18,20,6.0,8,8.5,4,11,00,8,,,457,8,2000,07,30,234,8,1994,04,26,1976
91046,沖縄県,国頭（クニガミ）,,2023,04,30,18,20,6.0,8,6.5,4,13,00,8,,,514.0,8,2014,10,12,117,8,2007,04,25,2005
91066,沖縄県,本部（モトブ）,,2023,04,30,18,20,5.5,8,7.0,4,13,10,8,,,610.0,8,2011,08,06,148,8,1985,04,07,1981
91081,沖縄県,東（ヒガシ）,,2023,04,30,18,20,21.0,8,22.5,4,12,40,8,,,431.0,8,2014,10,11,159,8,1984,04,09,1981
91096,沖縄県,粟国（アグニ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,309.0,8,2018,06,16,103,8,2007,04,25,2003
91107,沖縄県,名護（ナゴ）,47940,2023,04,30,18,20,12.0,8,13.5,4,12,20,8,,,459.0,8,2011,08,06,144,8,1984,04,09,1976
91121,沖縄県,読谷（ヨミタン）,,2023,04,30,18,20,12.5,8,13.0,4,12,00,8,,,386.5,8,2014,07,09,209,8,1986,04,19,1976
91141,沖縄県,北原（キタハラ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,341.0,8,2018,07,04,244.0,8,2012,04,20,2003
91146,沖縄県,久米島（クメジマ）,47929,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,596,8,2001,09,12,252.5,8,2012,04,20,1977
91151,沖縄県,渡名喜（トナキ）,,2023,04,30,18,20,5.5,8,5.5,4,18,20,8,,,213.5,8,2022,11,12,132.0,8,2023,04,20,2014
91161,沖縄県,胡屋（ゴヤ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,368.5,8,2011,08,06,145,8,2000,04,15,1976
91166,沖縄県,宮城島（ミヤギジマ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,294.5,8,2010,05,16,111.5,8,2021,04,03,2007
91181,沖縄県,渡嘉敷（トカシキ）,,2023,04,30,18,20,18.5,8,19.0,4,14,20,8,,,506,8,1997,08,07,204.0,8,2012,04,20,1977
91197,沖縄県,那覇（ナハ）,47936,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,477,8,1999,09,23,165.0,8,2023,04,20,1976
91236,沖縄県,安次嶺（アシミネ）,,2023,04,30,18,20,25.5,8,26.0,4,11,10,8,,,386,8,2007,08,11,159.5,8,2023,04,20,2003
91241,沖縄県,糸数（イトカズ）,,2023,04,30,18,20,17.0,8,18.0,4,14,50,8,,,323,4,2007,08,11,135.5,8,2012,04,20,1976
92006,沖縄県,北大東（キタダイトウ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,256.0,8,2011,09,19,153.0,8,2011,04,27,2003
92011,沖縄県,南大東（ミナミダイトウ）（南大東島（ミナミダイトウジマ））,47945,2023,04,30,18,20,0.0,8,0.0,4,,,,,,334,8,1996,09,20,152.5,8,2011,04,27,1979
92012,沖縄県,旧東（キュウトウ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,290.0,8,2019,06,12,150.0,8,2011,04,27,2003
93012,沖縄県,下地島（シモジシマ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,526,8,2003,09,11,147.5,8,2012,04,29,2003
93041,沖縄県,宮古島（ミヤコジマ）,47927,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,479.0,8,2017,09,14,284,8,1988,04,29,1977
93042,沖縄県,鏡原（カガミハラ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,390.0,8,2017,09,14,188.5,8,2016,04,14,2003
93051,沖縄県,城辺（グスクベ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,533.0,8,2017,09,14,356,8,1988,04,29,1978
93062,沖縄県,仲筋（ナカスジ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,573.0,8,2012,09,29,103.5,8,2011,04,27,2003
94001,沖縄県,伊原間（イバルマ）,,2023,04,30,18,20,2.5,8,2.5,4,18,20,8,,,433,8,1994,06,19,222,8,1998,04,14,1977
94011,沖縄県,所野（トコロノ）,,2023,04,30,18,20,54.0,8,54.0,4,18,20,8,,,582.5,8,2008,09,13,251.5,8,2015,04,19,2003
94017,沖縄県,与那国島（ヨナグニジマ）,47912,2023,04,30,18,20,74.5,8,74.5,4,18,20,8,,,769.5,8,2008,09,13,223,8,1981,04,30,1978
94036,沖縄県,川平（カビラ）,,2023,04,30,18,20,5.0,8,5.0,4,18,20,8,,,610.0,8,2008,09,13,272,8,1998,04,14,1978
94062,沖縄県,西表島（イリオモテジマ）,47917,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,362,8,2005,07,18,168.0,8,2017,04,26,2003
94081,沖縄県,石垣島（イシガキジマ）,47918,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,416.0,8,2020,06,09,411,8,1984,04,19,1977
94086,沖縄県,盛山（モリヤマ）,,2023,04,30,18,20,2.5,8,2.5,4,18,20,8,,,307.0,8,2020,06,09,189.5,8,2017,04,26,2013
94101,沖縄県,大原（オオハラ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,417,8,1985,08,23,166,8,1982,04,26,1978
94116,沖縄県,波照間（ハテルマ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,358.5,8,2022,09,12,151,8,1998,04,21,1979
