観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
20331,北海道 十勝地方,押帯（オショップ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,186,8,2003,08,10,85,8,2006,04,21,1983
20341,北海道 十勝地方,本別（ホンベツ）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,178,8,2003,08,10,83,8,2000,04,11,1976
20356,北海道 十勝地方,新得（シントク）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,277,4,1981,08,05,64,8,2000,04,23,1976
20361,北海道 十勝地方,鹿追（シカオイ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,273,8,1981,08,05,73,8,2000,04,22,1976
20371,北海道 十勝地方,駒場（コマバ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,160,8,1988,11,25,73,8,2000,04,11,1977
20421,北海道 十勝地方,芽室（メムロ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,281,8,1981,08,05,76,8,2000,04,22,1976
20432,北海道 十勝地方,帯広（オビヒロ）,47417,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,186,8,1988,11,25,89,8,2000,04,22,1976
20441,北海道 十勝地方,池田（イケダ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,179,8,2003,08,10,95,8,2000,04,22,1976
20451,北海道 十勝地方,留真（ルシン）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,188,8,1989,06,30,101.0,8,2021,04,18,1984
20506,北海道 十勝地方,浦幌（ウラホロ）,,2023,04,30,18,20,7.5,8,7.5,4,18,20,8,,,164,8,1989,06,30,116.0,8,2021,04,18,1976
20551,北海道 十勝地方,帯広泉（オビヒロイズミ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,165,8,2003,08,10,81.5,8,2021,04,30,2003
20556,北海道 十勝地方,糠内（ヌカナイ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,237,8,1988,11,25,111,8,2000,04,22,1978
20601,北海道 十勝地方,上札内（カミサツナイ）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,331,8,1981,08,05,117,8,2000,04,22,1977
20606,北海道 十勝地方,更別（サラベツ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,264,8,1981,08,05,118,8,2000,04,22,1977
20631,北海道 十勝地方,大津（オオツ）,,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,204,8,1989,06,30,97,8,2006,04,21,1977
20696,北海道 十勝地方,大樹（タイキ）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,315,8,1998,09,16,125,8,2000,04,22,1976
20751,北海道 十勝地方,広尾（ヒロオ）,47440,2023,04,30,18,20,17.0,8,17.0,4,18,20,8,,,350,8,1998,09,16,157,8,2000,04,22,1976
21031,北海道 胆振地方,安平（アビラ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,186,8,1981,08,05,143,8,1990,04,23,1976
21111,北海道 胆振地方,厚真（アツマ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,188,8,2001,09,12,104,8,1990,04,23,1976
21126,北海道 胆振地方,穂別（ホベツ）,,2023,04,30,18,20,18.5,8,18.5,4,18,20,8,,,276,8,2006,08,19,130,8,1990,04,23,1976
21161,北海道 胆振地方,大滝（オオタキ）,,2023,04,30,18,20,19.5,8,19.5,4,18,20,8,,,285,8,1981,08,23,171.5,8,2013,04,07,1976
21171,北海道 胆振地方,森野（モリノ）,,2023,04,30,18,20,23.5,8,23.5,4,18,20,8,,,397.0,8,2011,08,21,273.0,8,2010,04,29,1976
21187,北海道 胆振地方,苫小牧（トマコマイ）,47424,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,267.0,8,2014,09,12,97,8,1990,04,23,1976
21226,北海道 胆振地方,大岸（オオキシ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,164,8,1981,08,23,66,8,1990,04,24,1977
21237,北海道 胆振地方,洞爺湖温泉（トウヤコオンセン）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,130,8,1981,08,23,56,8,1998,04,14,1978
21251,北海道 胆振地方,カルルス（カルルス）,,2023,04,30,18,20,33.0,8,33.0,4,18,20,8,,,316.0,8,2017,09,18,199.5,8,2010,04,29,1985
21261,北海道 胆振地方,白老（シラオイ）,,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,444,8,1987,08,27,159,8,1990,04,23,1976
21276,北海道 胆振地方,鵡川（ムカワ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,310,8,2006,08,19,97,8,1985,04,24,1976
21297,北海道 胆振地方,伊達（ダテ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,132.5,8,2010,08,12,76.5,8,2017,04,19,2007
21312,北海道 胆振地方,登別（ノボリベツ）,,2023,04,30,18,20,28.0,8,28.0,4,18,20,8,,,509,8,1983,09,25,133,8,1982,04,16,1976
21323,北海道 胆振地方,室蘭（ムロラン）,47423,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,182.5,8,2010,08,12,66.0,8,2009,04,22,1976
22036,北海道 日高地方,日高（ヒダカ）,,2023,04,30,18,20,21.0,8,21.0,4,18,20,8,,,323,8,2003,08,10,80.0,8,2011,04,24,1977
22072,北海道 日高地方,仁世宇（ニセウ）,,2023,04,30,18,20,24.0,8,24.0,4,18,20,8,,,424,8,2006,08,19,103.5,8,2011,04,24,1985
22106,北海道 日高地方,旭（アサヒ）,,2023,04,30,18,20,18.0,8,18.0,4,18,20,8,,,378,8,2003,08,10,105,8,1990,04,23,1985
22141,北海道 日高地方,日高門別（ヒダカモンベツ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,294,8,1981,08,06,77,8,1985,04,24,1976
22156,北海道 日高地方,新和（シンワ）,,2023,04,30,18,20,22.5,8,22.5,4,18,20,8,,,337,8,2003,08,10,122,8,1990,04,23,1976
22206,北海道 日高地方,笹山（ササヤマ）,,2023,04,30,18,20,25.5,8,25.5,4,18,20,8,,,185,8,2003,08,10,111.0,8,2021,04,18,1987
22241,北海道 日高地方,静内（シズナイ）,,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,253,8,1981,08,06,70,8,2000,04,11,1976
22291,北海道 日高地方,三石（ミツイシ）,,2023,04,30,18,20,23.5,8,23.5,4,18,20,8,,,244,8,1981,08,05,83,8,2000,04,11,1977
22306,北海道 日高地方,中杵臼（ナカキネウス）,,2023,04,30,18,20,48.5,8,48.5,4,18,20,8,,,343,8,1981,07,06,128,8,1979,04,09,1978
22327,北海道 日高地方,浦河（ウラカワ）,47426,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,195,8,1981,07,06,74,8,1989,04,17,1976
22356,北海道 日高地方,目黒（メグロ）,,2023,04,30,18,20,37.0,8,37.0,4,18,20,8,,,291,8,2003,07,11,147.0,8,2021,04,18,1978
22366,北海道 日高地方,幌満（ホロマン）,,2023,04,30,18,20,23.0,8,23.0,4,18,20,8,,,229,8,2003,07,11,90,8,1990,04,23,1978
22391,北海道 日高地方,えりも岬（エリモミサキ）,,2023,04,30,18,20,16.0,8,16.0,4,18,20,8,,,236.0,8,2021,09,18,65.0,8,2009,04,22,1978
23031,北海道 渡島地方,長万部（オシャマンベ）,,2023,04,30,18,20,28.5,8,28.5,4,18,20,8,,,193.0,8,2022,08,16,94,8,1998,04,13,1976
23086,北海道 渡島地方,八雲（ヤクモ）,,2023,04,30,18,20,21.5,8,21.5,4,18,20,8,,,217.0,8,2013,08,09,111,8,1998,04,13,1976
23166,北海道 渡島地方,森（モリ）,,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,186.0,8,2010,08,12,81.0,8,2015,04,04,2002
23191,北海道 渡島地方,大沼（オオヌマ）,,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,190,8,2001,09,12,90.0,8,2017,04,19,1976
23206,北海道 渡島地方,川汲（カックミ）,,2023,04,30,18,20,12.5,8,12.5,4,18,20,8,,,305,8,1998,09,16,138.5,8,2009,04,26,1976
23226,北海道 渡島地方,北斗（ホクト）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,180,8,1991,10,16,63.0,8,2009,04,26,1976
23232,北海道 渡島地方,函館（ハコダテ）,47430,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,139,8,1986,09,04,63.0,8,2009,04,26,1976
23281,北海道 渡島地方,高松（タカマツ）,,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,145.0,8,2022,08,09,63.5,4,2009,04,26,2003
23291,北海道 渡島地方,戸井泊（トイトマリ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,305.5,8,2021,08,10,88.0,8,2009,04,26,2003
23321,北海道 渡島地方,知内（シリウチ）,,2023,04,30,18,20,18.5,8,18.5,4,18,20,8,,,192.5,8,2021,11,03,82.0,8,2013,04,07,2004
23326,北海道 渡島地方,木古内（キコナイ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,222.5,8,2021,11,03,64.0,8,2015,04,04,1976
23356,北海道 渡島地方,千軒（センゲン）,,2023,04,30,18,20,28.5,8,28.5,4,18,20,8,,,209.0,8,2017,09,18,108,8,1981,04,21,1978
23376,北海道 渡島地方,松前（マツマエ）,,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,178.5,8,2014,08,22,57.5,8,2009,04,26,1977
24141,北海道 渡島地方,熊石（クマイシ）,,2023,04,30,18,20,23.0,8,23.0,4,18,20,8,,,320,8,1998,05,02,110,8,1998,04,13,1976
24041,北海道 檜山地方,せたな（セタナ）,,2023,04,30,18,20,22.0,8,22.0,4,18,20,8,,,181,8,1998,05,02,79,8,1998,04,13,1976
24051,北海道 檜山地方,今金（イマカネ）,,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,226.0,8,2022,08,16,88,8,1998,04,13,1976
24101,北海道 檜山地方,奥尻（オクシリ）,,2023,04,30,18,20,20.0,8,20.0,4,18,20,8,,,192.0,8,2022,08,16,61,8,2002,04,17,2000
24156,北海道 檜山地方,米岡（ヨネオカ）,,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,162.5,8,2010,08,12,58.5,8,2015,04,04,2003
24166,北海道 檜山地方,潮見（シオミ）,,2023,04,30,18,20,24.0,8,24.5,4,08,10,8,,,229,8,1998,05,02,85,8,1998,04,14,1976
24201,北海道 檜山地方,鶉（ウズラ）,,2023,04,30,18,20,21.0,8,21.0,4,18,20,8,,,209,8,1995,08,21,83,8,2005,04,11,1977
24217,北海道 檜山地方,江差（エサシ）,47428,2023,04,30,18,20,28.0,8,28.0,4,18,20,8,,,184.0,8,2010,08,12,71.0,8,2015,04,04,1976
24236,北海道 檜山地方,石崎（イシザキ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,183.0,8,2008,08,03,61,8,1998,04,14,1977
31001,青森県,大間（オオマ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,165,8,1998,08,03,100.5,8,2009,04,26,1976
31036,青森県,湯野川（ユノカワ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,151,8,2007,11,12,72.5,8,2009,04,26,2005
31111,青森県,むつ（ムツ）,47576,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,224,8,1981,08,23,108.5,8,2009,04,26,1976
31121,青森県,小田野沢（オダノサワ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,216,8,2001,09,11,73,8,1982,04,16,1976
31136,青森県,今別（イマベツ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,157,8,1979,08,27,67.5,8,2011,04,08,1976
31156,青森県,脇野沢（ワキノサワ）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,194,8,2005,09,19,72,8,1982,04,16,1976
31186,青森県,市浦（シウラ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,181.0,8,2010,09,01,60,8,1998,04,14,1976
31201,青森県,蟹田（カニタ）,,2023,04,30,18,20,10.0,8,10.0,4,18,20,8,,,168,8,1981,08,23,70,8,1998,04,14,1976
31296,青森県,五所川原（ゴショガワラ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,174,8,1981,08,23,47.5,8,2009,04,22,1976
31312,青森県,青森（アオモリ）,47575,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,212,8,2007,11,12,52.0,8,2009,04,26,1976
31321,青森県,大和山（ヤマトヤマ）,,2023,04,30,18,20,4.5,8,4.5,4,18,20,8,,,255,8,2007,11,12,130.5,8,2009,04,26,1976
31332,青森県,野辺地（ノヘジ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,182.5,8,2016,08,18,88.0,8,2009,04,26,2008
31336,青森県,六ケ所（ロッカショ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,216,8,1990,10,27,73.0,8,2009,04,26,1982
31366,青森県,鰺ケ沢（アジガサワ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,202.5,8,2022,08,10,58,8,1998,04,14,1976
31386,青森県,青森大谷（アオモリオオタニ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,169.0,8,2022,08,10,47.5,8,2020,04,02,2003
31411,青森県,七戸（シチノヘ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,192,8,2007,11,12,116.5,8,2009,04,26,1977
31436,青森県,深浦（フカウラ）,47574,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,325.0,8,2022,08,10,76.0,8,2023,04,07,1976
31451,青森県,岳（ダケ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,259.0,8,2022,08,10,72.0,8,2015,04,04,1976
31461,青森県,弘前（ヒロサキ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,243,8,1977,08,06,43.5,8,2012,04,01,1976
31466,青森県,黒石（クロイシ）,,2023,04,30,18,20,3.0,8,3.0,4,18,20,8,,,263,8,1977,08,06,37.0,8,2012,04,01,1976
31482,青森県,酸ケ湯（スカユ）,,2023,04,30,18,20,7.5,8,7.5,4,18,20,8,,,230,8,1990,10,27,69.5,8,2016,04,29,1976
31506,青森県,三沢（ミサワ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,198,8,1994,09,16,91.5,8,2009,04,26,1976
31551,青森県,大鰐（オオワニ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,166.0,8,2022,08,10,51.5,8,2011,04,08,2010
31562,青森県,温川（ヌルカワ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,179.5,8,2022,08,03,55,8,1998,04,14,1983
31586,青森県,十和田（トワダ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,254,8,1990,10,27,94.0,8,2009,04,26,1976
31602,青森県,八戸（ハチノヘ）,47581,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,171.5,8,2019,10,13,126.5,8,2009,04,26,1976
31646,青森県,碇ケ関（イカリガセキ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,190.0,8,2022,08,03,69.0,8,2011,04,08,1976
31662,青森県,休屋（ヤスミヤ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,191,8,2006,10,07,66,8,1984,04,20,1982
31671,青森県,戸来（ヘライ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,225,8,1999,10,28,95.5,8,2009,04,26,1978
31721,青森県,三戸（サンノヘ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,246,8,1999,10,28,87,8,1984,04,20,1976
32056,秋田県,八森（ハチモリ）,,2023,04,30,18,20,25.0,8,25.0,4,18,20,8,,,202.0,8,2022,08,10,78,8,1998,04,14,1976
32071,秋田県,藤里（フジサト）,,2023,04,30,18,20,29.5,8,29.5,4,18,20,8,,,216.0,8,2009,07,19,153,8,1980,04,06,1978
32091,秋田県,陣場（ジンバ）,,2023,04,30,18,20,30.5,8,30.5,4,18,20,8,,,179,8,1999,09,01,115,8,1980,04,07,1976
32096,秋田県,藤原（フジワラ）,,2023,04,30,18,20,20.0,8,20.0,4,18,20,8,,,166,8,2005,09,02,69,8,2005,04,08,1983
32111,秋田県,能代（ノシロ）,,2023,04,30,18,20,20.0,8,20.0,4,18,20,8,,,142,8,2004,09,30,57.5,8,2023,04,08,1976
32126,秋田県,鷹巣（タカノス）,,2023,04,30,18,20,17.0,8,17.0,4,18,20,8,,,182,8,2007,09,18,90,8,1980,04,07,1976
32136,秋田県,大館（オオダテ）,,2023,04,30,18,20,21.0,8,21.0,4,18,20,8,,,164.0,8,2022,08,10,121,8,1980,04,06,1976
32146,秋田県,鹿角（カヅノ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,293.0,8,2013,08,10,78,8,1980,04,07,1976
32181,秋田県,脇神（ワキガミ）,,2023,04,30,18,20,17.5,8,17.5,4,18,20,8,,,189,8,2007,09,18,55.5,8,2015,04,04,2003
32206,秋田県,湯瀬（ユゼ）,,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,213,8,2007,09,18,73,8,1984,04,20,1976
32266,秋田県,八幡平（ハチマンタイ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,208,8,2007,09,18,66,8,1982,04,16,1978
32276,秋田県,男鹿真山（オガシンザン）,,2023,04,30,18,20,25.0,8,25.0,4,18,20,8,,,178.0,8,2013,09,16,63.5,8,2009,04,26,1985
32286,秋田県,男鹿（オガ）,,2023,04,30,18,20,27.5,8,27.5,4,18,20,8,,,192,8,2007,09,18,70,8,1995,04,23,1976
32287,秋田県,大潟（オオガタ）,,2023,04,30,18,20,17.0,8,17.0,4,18,20,8,,,159,8,1982,08,30,49.5,8,2023,04,08,1977
32296,秋田県,五城目（ゴジョウメ）,,2023,04,30,18,20,19.0,8,19.0,4,18,20,8,,,181.5,8,2017,07,23,72,8,1980,04,07,1976
32311,秋田県,阿仁合（アニアイ）,,2023,04,30,18,20,22.0,8,22.0,4,18,20,8,,,262.0,8,2018,08,16,107,8,1980,04,07,1976
32312,秋田県,比立内（ヒタチナイ）,,2023,04,30,18,20,23.0,8,23.0,4,18,20,8,,,225.0,8,2017,07,23,99,8,1980,04,07,1976
32376,秋田県,桧木内（ヒノキナイ）,,2023,04,30,18,20,36.5,8,36.5,4,18,20,8,,,287.5,8,2017,07,23,126,8,1980,04,07,1978
32402,秋田県,秋田（アキタ）,47582,2023,04,30,18,20,24.5,8,24.5,4,18,20,8,,,156.5,8,2018,05,18,67,8,1980,04,07,1976
32407,秋田県,岩見三内（イワミサンナイ）,,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,241,8,1987,08,17,101,8,1980,04,07,1976
32408,秋田県,仁別（ニベツ）,,2023,04,30,18,20,27.5,8,27.5,4,18,20,8,,,221,8,2006,07,03,75,8,1989,04,17,1985
32426,秋田県,鎧畑（ヨロイバタ）,,2023,04,30,18,20,30.0,8,30.0,4,18,20,8,,,292.0,8,2013,08,10,122,8,1980,04,07,1977
32431,秋田県,田沢湖高原（タザワココウゲン）,,2023,04,30,18,20,33.0,8,33.0,4,18,20,8,,,257.0,8,2017,07,23,90.0,8,2022,04,27,2014
32451,秋田県,雄和（ユウワ）,,2023,04,30,18,20,17.0,8,17.0,4,18,20,8,,,348.0,8,2017,07,23,55,8,2007,04,15,2003
32466,秋田県,角館（カクノダテ）,,2023,04,30,18,20,23.0,8,23.0,4,18,20,8,,,295.5,8,2017,07,23,93,8,1980,04,07,1976
32476,秋田県,田沢湖（タザワコ）,,2023,04,30,18,20,26.0,8,26.0,4,18,20,8,,,232,8,2007,09,17,127,8,1980,04,07,1976
32496,秋田県,大正寺（ダイショウジ）,,2023,04,30,18,20,18.0,8,18.0,4,18,20,8,,,304.0,8,2017,07,23,64,8,1977,04,29,1976
32551,秋田県,大曲（オオマガリ）,,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,242.0,8,2017,07,23,63,8,1982,04,16,1976
32571,秋田県,本荘（ホンジョウ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,219.5,8,2021,07,12,76,8,1984,04,20,1976
32581,秋田県,東由利（ヒガシユリ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,160.0,8,2017,07,23,62,8,1979,04,18,1976
32596,秋田県,横手（ヨコテ）,,2023,04,30,18,20,12.5,8,12.5,4,18,20,8,,,311.0,8,2017,07,23,76,8,1982,04,16,1976
32616,秋田県,にかほ（ニカホ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,169.0,8,2017,07,23,48.5,8,2010,04,02,1976
32626,秋田県,矢島（ヤシマ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,234.0,8,2011,06,24,87,8,1979,04,17,1976
32681,秋田県,笹子（ジネゴ）,,2023,04,30,18,20,16.0,8,16.0,4,18,20,8,,,237,8,1987,08,17,74,8,1984,04,20,1983
32691,秋田県,湯沢（ユザワ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,160,8,1987,08,17,64,8,1982,04,16,1976
32701,秋田県,東成瀬（ヒガシナルセ）,,2023,04,30,18,20,5.0,8,5.0,4,18,20,8,,,143,8,1987,08,29,63,8,1982,04,16,1976
32771,秋田県,湯の岱（ユノタイ）,,2023,04,30,18,20,16.0,8,16.0,4,18,20,8,,,193,8,1981,08,23,88,8,1982,04,16,1976
33006,岩手県,種市（タネイチ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,241.5,8,2019,10,13,151.0,8,2009,04,26,1976
33026,岩手県,軽米（カルマイ）,,2023,04,30,18,20,2.0,8,2.0,4,18,20,8,,,232,8,1999,10,28,114,8,1984,04,20,1976
33071,岩手県,二戸（ニノヘ）,,2023,04,30,18,20,2.5,8,2.5,4,18,20,8,,,218,8,1999,10,28,97,8,1984,04,20,1976
33086,岩手県,大野（オオノ）,,2023,04,30,18,20,1.0,8,1.0,4,18,20,8,,,289.5,8,2019,10,13,120,8,1984,04,20,1976
33136,岩手県,山形（ヤマガタ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,267,8,1999,10,28,100.5,8,2020,04,19,1977
33146,岩手県,久慈（クジ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,337.5,8,2019,10,13,151.0,8,2009,04,26,1976
33166,岩手県,荒屋（アラヤ）,,2023,04,30,18,20,3.5,8,3.5,4,18,20,8,,,179,8,2007,09,18,80,8,1982,04,16,1976
33176,岩手県,奥中山（オクナカヤマ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,157,8,2006,10,07,62,8,1990,04,15,1977
33186,岩手県,葛巻（クズマキ）,,2023,04,30,18,20,1.5,8,1.5,4,18,20,8,,,171,8,2006,10,07,89,8,1990,04,15,1976
33201,岩手県,下戸鎖（シモトクサリ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,346,8,1999,10,28,145.5,8,2020,04,19,1978
33206,岩手県,普代（フダイ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,437.0,8,2019,10,13,196.0,8,2009,04,26,1976
33226,岩手県,岩手松尾（イワテマツオ）,,2023,04,30,18,20,5.5,8,5.5,4,18,20,8,,,187,8,1990,09,20,83,8,1982,04,16,1976
33231,岩手県,一方井（イッカタイ）,,2023,04,30,18,20,5.0,8,5.0,4,18,20,8,,,126.0,8,2022,08,03,44.5,8,2021,04,30,2014
33296,岩手県,好摩（コウマ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,172,8,2002,07,11,68,8,1982,04,16,1976
33326,岩手県,岩泉（イワイズミ）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,250.0,8,2010,12,23,136,8,1984,04,20,1976
33336,岩手県,小本（オモト）,,2023,04,30,18,20,0.0,8,0.0,4,,,,,,416.0,8,2019,10,13,211.5,8,2009,04,26,1977
33351,岩手県,葛根田（カッコンダ）,,2023,04,30,18,20,36.5,8,36.5,4,18,20,8,,,257,8,2007,09,18,95,8,1995,04,23,1977
33361,岩手県,滝沢（タキザワ）,,2023,04,30,18,20,27.0,8,27.0,4,18,20,8,,,187,8,2007,09,18,81.5,8,2022,04,27,2005
33371,岩手県,薮川（ヤブカワ）,,2023,04,30,18,20,12.5,8,12.5,4,18,20,8,,,149.0,8,2017,07,23,63.0,8,2022,04,27,1976
33421,岩手県,雫石（シズクイシ）,,2023,04,30,18,20,21.0,8,21.0,4,18,20,8,,,267.5,8,2013,08,10,82,8,1982,04,16,1976
33431,岩手県,盛岡（モリオカ）,47584,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,199,8,2007,09,18,74,8,1982,04,16,1976
33441,岩手県,区界（クザカイ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,147,8,2007,09,17,69.0,8,2011,04,24,1993
33472,岩手県,宮古（ミヤコ）,47585,2023,04,30,18,20,0.0,8,0.0,4,,,,,,394.5,8,2019,10,13,164,8,1984,04,20,1976
33486,岩手県,沢内（サワウチ）,,2023,04,30,18,20,30.0,8,30.0,4,18,20,8,,,243.5,8,2017,08,25,73.5,8,2022,04,27,2017
33501,岩手県,紫波（シワ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,221,8,2007,09,18,78,8,1982,04,16,1976
33526,岩手県,川井（カワイ）,,2023,04,30,18,20,4.0,8,4.0,4,18,20,8,,,189.5,8,2016,08,30,119,8,1984,04,21,1977
33566,岩手県,豊沢（トヨサワ）,,2023,04,30,18,20,19.0,8,19.0,4,18,20,8,,,276,8,2007,09,18,94,8,2000,04,11,1976
33576,岩手県,花巻（ハナマキ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,203,8,2007,09,18,58.5,8,2015,04,21,1976
33581,岩手県,大迫（オオハサマ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,160,8,1982,08,31,66,8,1982,04,16,1976
33596,岩手県,附馬牛（ツキモウシ）,,2023,04,30,18,20,16.0,8,16.0,4,18,20,8,,,159.5,8,2011,06,24,80.5,8,2020,04,19,2005
33611,岩手県,大槌（オオツチ）,,2023,04,30,18,20,5.5,8,5.5,4,18,20,8,,,225,8,2002,07,11,193.5,8,2020,04,19,2000
33616,岩手県,山田（ヤマダ）,,2023,04,30,18,20,5.5,8,5.5,4,18,20,8,,,345.0,8,2012,05,04,176.5,8,2020,04,19,1976
33631,岩手県,湯田（ユダ）,,2023,04,30,18,20,18.0,8,18.0,4,18,20,8,,,272,8,2001,08,01,72,8,1984,04,20,1976
33671,岩手県,遠野（トオノ）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,174,8,1999,07,14,90,8,1982,04,16,1976
33711,岩手県,金ヶ崎（カネガサキ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,161.5,8,2019,10,13,57.0,8,2021,04,30,2006
33716,岩手県,北上（キタカミ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,251,8,1982,08,31,87,8,1982,04,16,1976
33726,岩手県,米里（ヨネサト）,,2023,04,30,18,20,15.0,8,15.0,4,18,20,8,,,142,8,1990,11,05,78,8,1982,04,16,1976
